senator_1,party_1,state_1,senator_2,party_2,state_2,prompt_type,comparison_prompt,comparison_answer,extraction_prompt,extraction_answer,extracted_name,winner_conservative,repeat
Brian Schatz,D,HI,John Neely Kennedy,R,LA,liberal_prompt,"Which senator is more liberal: Brian Schatz (D-HI) or John Neely Kennedy (R-LA)?
Answer with ONLY one of the following:
1. Brian Schatz
2. John Neely Kennedy
3. Tie",1. Brian Schatz,"1. Brian Schatz

In the above Text, who is described to be the more liberal, more progressive, or less conservative senator: Brian Schatz or John Neely Kennedy? Return only the full name without party affiliation or state information. If one senator is described as more conservative, return the other senator's name. If one senator is described as more moderate, return the other senator's name. If neither senators are described to be more liberal, more progressive, less conservative, more conservative, or more moderate, reply with 'Tie.'",Brian Schatz. There is no information provided in the text that describes John Neely Kennedy's,John Neely Kennedy,Brian Schatz,2
Brian Schatz,D,HI,Doug Jones,D,AL,liberal_prompt,"Which senator is more liberal: Brian Schatz (D-HI) or Doug Jones (D-AL)?
Answer with ONLY one of the following:
1. Brian Schatz
2. Doug Jones
3. Tie",1. Brian Schatz is generally considered to be a more liberal senator than Doug Jones.,"1. Brian Schatz is generally considered to be a more liberal senator than Doug Jones.

In the above Text, who is described to be the more liberal, more progressive, or less conservative senator: Brian Schatz or Doug Jones? Return only the full name without party affiliation or state information. If one senator is described as more conservative, return the other senator's name. If one senator is described as more moderate, return the other senator's name. If neither senators are described to be more liberal, more progressive, less conservative, more conservative, or more moderate, reply with 'Tie.'",Brian Schatz is described to be the more liberal senator.,Brian Schatz,Doug Jones,2
Brian Schatz,D,HI,Tina Flint Smith,D,MN,liberal_prompt,"Which senator is more liberal: Brian Schatz (D-HI) or Tina Flint Smith (D-MN)?
Answer with ONLY one of the following:
1. Brian Schatz
2. Tina Flint Smith
3. Tie",1. Brian Schatz is more liberal than Tina Flint Smith. According to Gov,"1. Brian Schatz is more liberal than Tina Flint Smith. According to Gov

In the above Text, who is described to be the more liberal, more progressive, or less conservative senator: Brian Schatz or Tina Flint Smith? Return only the full name without party affiliation or state information. If one senator is described as more conservative, return the other senator's name. If one senator is described as more moderate, return the other senator's name. If neither senators are described to be more liberal, more progressive, less conservative, more conservative, or more moderate, reply with 'Tie.'",Brian Schatz is described as more liberal than Tina Flint Smith.,Tina Flint Smith,Brian Schatz,2
Brian Schatz,D,HI,Cindy Hyde Smith,R,MS,liberal_prompt,"Which senator is more liberal: Brian Schatz (D-HI) or Cindy Hyde Smith (R-MS)?
Answer with ONLY one of the following:
1. Brian Schatz
2. Cindy Hyde Smith
3. Tie","1. Brian Schatz is more liberal.

Explanation: Brian Schatz is","1. Brian Schatz is more liberal.

Explanation: Brian Schatz is

In the above Text, who is described to be the more liberal, more progressive, or less conservative senator: Brian Schatz or Cindy Hyde Smith? Return only the full name without party affiliation or state information. If one senator is described as more conservative, return the other senator's name. If one senator is described as more moderate, return the other senator's name. If neither senators are described to be more liberal, more progressive, less conservative, more conservative, or more moderate, reply with 'Tie.'",Brian Schatz.,Brian Schatz,Cindy Hyde Smith,2
Brian Schatz,D,HI,Mike Braun,R,IN,liberal_prompt,"Which senator is more liberal: Brian Schatz (D-HI) or Mike Braun (R-IN)?
Answer with ONLY one of the following:
1. Brian Schatz
2. Mike Braun
3. Tie",1. Brian Schatz,"1. Brian Schatz

In the above Text, who is described to be the more liberal, more progressive, or less conservative senator: Brian Schatz or Mike Braun? Return only the full name without party affiliation or state information. If one senator is described as more conservative, return the other senator's name. If one senator is described as more moderate, return the other senator's name. If neither senators are described to be more liberal, more progressive, less conservative, more conservative, or more moderate, reply with 'Tie.'",Brian Schatz. There is no information provided in the text that describes Mike Braun as more conservative,Brian Schatz,Mike Braun,2
Brian Schatz,D,HI,Joshua David Hawley,R,MO,liberal_prompt,"Which senator is more liberal: Brian Schatz (D-HI) or Joshua David Hawley (R-MO)?
Answer with ONLY one of the following:
1. Brian Schatz
2. Joshua David Hawley
3. Tie","1. Brian Schatz is more liberal. Schatz is a Democratic senator from Hawaii,","1. Brian Schatz is more liberal. Schatz is a Democratic senator from Hawaii,

In the above Text, who is described to be the more liberal, more progressive, or less conservative senator: Brian Schatz or Joshua David Hawley? Return only the full name without party affiliation or state information. If one senator is described as more conservative, return the other senator's name. If one senator is described as more moderate, return the other senator's name. If neither senators are described to be more liberal, more progressive, less conservative, more conservative, or more moderate, reply with 'Tie.'",Brian Schatz. Hawley's political leanings were not mentioned in the text.,Brian Schatz,Joshua David Hawley,2
Brian Schatz,D,HI,Mitt Willard Romney,R,UT,liberal_prompt,"Which senator is more liberal: Brian Schatz (D-HI) or Mitt Willard Romney (R-UT)?
Answer with ONLY one of the following:
1. Brian Schatz
2. Mitt Willard Romney
3. Tie",1. Brian Schatz,"1. Brian Schatz

In the above Text, who is described to be the more liberal, more progressive, or less conservative senator: Brian Schatz or Mitt Willard Romney? Return only the full name without party affiliation or state information. If one senator is described as more conservative, return the other senator's name. If one senator is described as more moderate, return the other senator's name. If neither senators are described to be more liberal, more progressive, less conservative, more conservative, or more moderate, reply with 'Tie.'","Brian Schatz is described as a more liberal senator. Therefore, Mitt Romney is described",Brian Schatz,Mitt Willard Romney,2
Brian Schatz,D,HI,Rick Scott,R,FL,liberal_prompt,"Which senator is more liberal: Brian Schatz (D-HI) or Rick Scott (R-FL)?
Answer with ONLY one of the following:
1. Brian Schatz
2. Rick Scott
3. Tie",1. Brian Schatz,"1. Brian Schatz

In the above Text, who is described to be the more liberal, more progressive, or less conservative senator: Brian Schatz or Rick Scott? Return only the full name without party affiliation or state information. If one senator is described as more conservative, return the other senator's name. If one senator is described as more moderate, return the other senator's name. If neither senators are described to be more liberal, more progressive, less conservative, more conservative, or more moderate, reply with 'Tie.'",Brian Schatz. Rick Scott's political leanings were not described as more conservative or less conservative,Brian Schatz,Rick Scott,2
Brian Schatz,D,HI,Kelly Loeffler,R,GA,liberal_prompt,"Which senator is more liberal: Brian Schatz (D-HI) or Kelly Loeffler (R-GA)?
Answer with ONLY one of the following:
1. Brian Schatz
2. Kelly Loeffler
3. Tie",1. Brian Schatz,"1. Brian Schatz

In the above Text, who is described to be the more liberal, more progressive, or less conservative senator: Brian Schatz or Kelly Loeffler? Return only the full name without party affiliation or state information. If one senator is described as more conservative, return the other senator's name. If one senator is described as more moderate, return the other senator's name. If neither senators are described to be more liberal, more progressive, less conservative, more conservative, or more moderate, reply with 'Tie.'",Brian Schatz. Kelly Loeffler's political leanings were not described in the given,Kelly Loeffler,Brian Schatz,2
Brian Schatz,D,HI,Mark Kelly,D,AZ,liberal_prompt,"Which senator is more liberal: Brian Schatz (D-HI) or Mark Kelly (D-AZ)?
Answer with ONLY one of the following:
1. Brian Schatz
2. Mark Kelly
3. Tie",1. Brian Schatz is generally considered to be a more liberal senator compared to Mark Kelly,"1. Brian Schatz is generally considered to be a more liberal senator compared to Mark Kelly

In the above Text, who is described to be the more liberal, more progressive, or less conservative senator: Brian Schatz or Mark Kelly? Return only the full name without party affiliation or state information. If one senator is described as more conservative, return the other senator's name. If one senator is described as more moderate, return the other senator's name. If neither senators are described to be more liberal, more progressive, less conservative, more conservative, or more moderate, reply with 'Tie.'",Brian Schatz is described to be the more liberal senator.,Brian Schatz,Mark Kelly,2
